,geneid,chr,left,right
3440,cg00153395,1,65100111,65100112
3443,cg00153622,15,19411698,19411699
3444,cg00153693,15,91050647,91050648
3446,cg00153856,1,180850964,180850965
3450,cg00154064,1,247119755,247119756
3451,cg00154119,15,65961108,65961109
3452,cg00154122,15,81216006,81216007
3460,cg00154554,1,8652300,8652301
3464,cg00154846,1,2120440,2120441
3467,cg00154920,1,166779934,166779935
3469,cg00154957,1,109652085,109652086
3471,cg00154982,1,43888184,43888185
3472,cg00154986,15,88121613,88121614
3474,cg00155063,1,12150412,12150413
3477,cg00155314,1,242079021,242079022
3479,cg00155397,1,238841783,238841784
3481,cg00155429,1,152422321,152422322
3484,cg00155504,1,11082700,11082701
3485,cg00155514,1,172103694,172103695
3488,cg00155593,15,58477571,58477572
3489,cg00155609,19,12773527,12773528
3491,cg00155622,15,39497356,39497357
3494,cg00155732,1,9025896,9025897
3495,cg00155844,15,26068207,26068208
3501,cg00156072,1,85703401,85703402
3508,cg00156403,1,211101924,211101925
3516,cg00156684,1,40013431,40013432
3522,cg00156991,1,54995594,54995595
3529,cg00157179,1,2373547,2373548
3540,cg00157638,1,10886519,10886520
3543,cg00157755,1,117011164,117011165
3548,cg00157962,1,108903735,108903736
3552,cg00158227,1,6437368,6437369
3563,cg00158654,1,190551956,190551957
3569,cg00159159,1,86056058,86056059
3570,cg00159212,1,100207924,100207925
3583,cg00159799,19,14413013,14413014
3586,cg00159953,21,46372224,46372225
3591,cg00160066,1,182618959,182618960
3594,cg00160262,1,156799849,156799850
3605,cg00160583,1,31940099,31940100
3607,cg00160667,1,29459944,29459945
3615,cg00160914,1,112100786,112100787
3618,cg00160981,1,159958535,159958536
3620,cg00161124,1,232432882,232432883
3632,cg00161770,1,62815597,62815598
3633,cg00161791,21,44399442,44399443
3638,cg00161970,1,165950957,165950958
3641,cg00162064,1,44770738,44770739
3643,cg00162191,1,91625612,91625613
3650,cg00162421,1,10431549,10431550
3651,cg00162541,19,16468016,16468017
3654,cg00162673,1,51473102,51473103
3655,cg00162751,1,218988155,218988156
3664,cg00163018,1,235480436,235480437
3666,cg00163089,1,182882952,182882953
3673,cg00163462,1,76495631,76495632
3674,cg00163481,1,222368973,222368974
3675,cg00163510,1,212789575,212789576
3676,cg00163541,1,236878065,236878066
3681,cg00163674,21,44940206,44940207
3684,cg00163784,1,61321598,61321599
3697,cg00164458,1,223743048,223743049
3698,cg00164462,1,25107136,25107137
3701,cg00164546,1,25755321,25755322
3704,cg00164678,19,10013171,10013172
3706,cg00164837,21,45215817,45215818
3707,cg00164894,1,55308186,55308187
3713,cg00165011,1,201194158,201194159
3715,cg00165078,1,94571720,94571721
3716,cg00165121,1,211218746,211218747
3717,cg00165323,1,69807668,69807669
3719,cg00165394,15,39974941,39974942
3720,cg00165535,1,100371613,100371614
3721,cg00165619,1,22775674,22775675
3722,cg00165631,1,199426611,199426612
3724,cg00165862,1,202449683,202449684
3727,cg00165994,1,61827490,61827491
3738,cg00166706,1,32251851,32251852
3749,cg00167259,1,164857571,164857572
3764,cg00167913,1,3436155,3436156
3773,cg00168191,19,3048565,3048566
3774,cg00168193,1,780530,780531
3776,cg00168240,1,3337317,3337318
3782,cg00168694,21,39114926,39114927
3785,cg00168835,1,210940776,210940777
3789,cg00169111,1,36412481,36412482
3792,cg00169167,19,6482539,6482540
3805,cg00169776,1,2938372,2938373
3814,cg00170056,19,42553826,42553827
3826,cg00170536,1,242691181,242691182
3830,cg00170796,1,76024125,76024126
3834,cg00171084,1,109964698,109964699
3836,cg00171113,1,2063760,2063761
3837,cg00171126,21,39674392,39674393
3842,cg00171203,1,35430158,35430159
3849,cg00171565,15,70310793,70310794
3850,cg00171578,1,146256371,146256372
3854,cg00171783,1,23826067,23826068
3856,cg00171942,1,33861198,33861199
3857,cg00171947,1,35958042,35958043
3864,cg00172227,1,17879474,17879475
3866,cg00172330,1,27924881,27924882
3867,cg00172376,21,31851742,31851743
3868,cg00172408,1,111793054,111793055
3870,cg00172597,1,221605002,221605003
3871,cg00172603,1,54594619,54594620
3872,cg00172631,1,182702082,182702083
3874,cg00172696,1,58491132,58491133
3877,cg00172812,1,23152272,23152273
3878,cg00172849,1,103347120,103347121
3881,cg00173005,1,156524990,156524991
3885,cg00173141,1,208532795,208532796
3886,cg00173170,1,212845745,212845746
3888,cg00173405,1,1325287,1325288
3890,cg00173504,1,119331667,119331668
3894,cg00173776,1,31237619,31237620
3895,cg00173785,15,61913478,61913479
3896,cg00173787,1,154965485,154965486
3898,cg00173804,1,178380292,178380293
3906,cg00174252,21,26018786,26018787
3909,cg00174428,1,163471415,163471416
3914,cg00174654,1,114911816,114911817
3917,cg00174743,21,46637039,46637040
3920,cg00174901,19,660889,660890
3922,cg00174967,1,32743113,32743114
3925,cg00175150,1,148752885,148752886
3928,cg00175403,1,12146130,12146131
3935,cg00175702,1,2099248,2099249
3936,cg00175709,1,205736637,205736638
3947,cg00176043,1,67673053,67673054
3950,cg00176111,1,27203738,27203739
3952,cg00176309,21,45127686,45127687
3956,cg00176638,1,201045066,201045067
3957,cg00176657,1,203460432,203460433
3958,cg00176672,1,201401292,201401293
3971,cg00177127,1,22799733,22799734
3973,cg00177203,1,148167766,148167767
3975,cg00177237,21,42531385,42531386
3978,cg00177290,1,109962808,109962809
3980,cg00177390,1,183392748,183392749
3991,cg00177797,1,178470460,178470461
3996,cg00178122,1,149306471,149306472
4002,cg00178427,1,42273138,42273139
4008,cg00178562,1,16838941,16838942
4011,cg00178661,1,117009861,117009862
4015,cg00178850,1,234626298,234626299
4017,cg00178877,1,27746845,27746846
4045,cg00180559,1,231563391,231563392
4066,cg00181968,1,177978827,177978828
4073,cg00182416,19,58955729,58955730
4076,cg00182593,15,45264175,45264176
4090,cg00183340,1,120640167,120640168
4091,cg00183355,21,33022165,33022166
4099,cg00183684,1,85816422,85816423
4100,cg00183804,19,39438043,39438044
4113,cg00184452,1,50660065,50660066
4116,cg00184512,1,8306223,8306224
4118,cg00184732,15,49421113,49421114
4126,cg00185103,19,49122726,49122727
4132,cg00185566,1,14798443,14798444
4166,cg00187465,1,52603486,52603487
4168,cg00187535,19,7653028,7653029
4171,cg00187614,1,42273554,42273555
4194,cg00188746,1,15352845,15352846
4213,cg00190321,15,49909072,49909073
4245,cg00192533,15,24568999,24569000
4258,cg00193490,19,10263525,10263526
4275,cg00194374,1,224957551,224957552
4282,cg00194886,1,224561120,224561121
4309,cg00197028,1,43828286,43828287
4326,cg00198436,1,120640903,120640904
4339,cg00199065,21,36015210,36015211
4357,cg00200653,15,58670517,58670518
4361,cg00200755,15,86746787,86746788
4378,cg00201534,21,44881339,44881340
4381,cg00201670,21,45046328,45046329
4389,cg00202389,15,92378116,92378117
4392,cg00202454,15,40159178,40159179
4393,cg00202460,15,81471877,81471878
4402,cg00202829,15,72396921,72396922
4407,cg00203284,1,47683501,47683502
4408,cg00203291,15,34963327,34963328
4421,cg00204049,15,74339506,74339507
4424,cg00204262,19,44014998,44014999
4427,cg00204501,15,27901943,27901944
4431,cg00204649,21,42101063,42101064
4441,cg00205340,15,76831332,76831333
4443,cg00205485,1,152225495,152225496
4445,cg00205605,1,2506261,2506262
4457,cg00206233,21,42884227,42884228
4470,cg00206639,15,97805394,97805395
4482,cg00207731,15,89217122,89217123
4484,cg00207833,15,20637087,20637088
4487,cg00207865,1,110951167,110951168
4491,cg00207921,1,1088855,1088856
4503,cg00208830,1,181421401,181421402
4505,cg00208967,19,9908924,9908925
4519,cg00209831,15,50379298,50379299
4522,cg00209923,15,66858978,66858979
4523,cg00209951,1,115014357,115014358
4539,cg00210562,15,87715050,87715051
4554,cg00211489,15,38613318,38613319
4557,cg00211609,1,1167902,1167903
4571,cg00212470,1,41074008,41074009
4573,cg00212521,1,238437031,238437032
4578,cg00213004,1,226660245,226660246
4583,cg00213123,15,72806123,72806124
4590,cg00213301,15,34957309,34957310
4594,cg00213606,15,20498428,20498429
4606,cg00214012,15,27113759,27113760
4627,cg00215066,19,17073316,17073317
4629,cg00215182,1,22852082,22852083
4631,cg00215224,15,33627168,33627169
4638,cg00215587,15,21361936,21361937
4645,cg00215922,15,73951597,73951598
4649,cg00216138,15,34958467,34958468
4674,cg00217461,1,243063915,243063916
4682,cg00218146,15,29406688,29406689
4696,cg00218707,15,73374080,73374081
4700,cg00218792,15,79255654,79255655
4712,cg00219578,15,54444572,54444573
4736,cg00220492,15,34659144,34659145
4748,cg00220965,15,63806566,63806567
4765,cg00221709,15,94706558,94706559
4781,cg00222341,15,81742917,81742918
4782,cg00222472,1,162812407,162812408
4788,cg00222799,21,42528533,42528534
4793,cg00223046,1,6052775,6052776
4794,cg00223135,15,41586537,41586538
4796,cg00223186,1,178738823,178738824
4810,cg00223950,1,19408809,19408810
4812,cg00223963,15,62461766,62461767
4821,cg00224299,1,26058584,26058585
4827,cg00224508,1,149297947,149297948
4835,cg00225006,15,81274926,81274927
4837,cg00225070,15,77976551,77976552
4843,cg00225576,15,67378409,67378410
4866,cg00226831,15,40158803,40158804
4879,cg00227225,15,45798383,45798384
4897,cg00228689,1,53514700,53514701
4901,cg00228796,1,21543323,21543324
4903,cg00228891,1,205885516,205885517
4912,cg00229508,15,73807048,73807049
4914,cg00229754,15,22569395,22569396
4931,cg00230586,19,15874833,15874834
4942,cg00231049,1,23727706,23727707
4958,cg00231521,19,57334850,57334851
4959,cg00231528,1,9636867,9636868
4972,cg00231945,21,45063209,45063210
4979,cg00232387,19,2668526,2668527
4996,cg00232832,15,27950952,27950953
4998,cg00232903,15,47566504,47566505
5003,cg00233307,19,43800916,43800917
5006,cg00233485,1,45563799,45563800
5015,cg00234017,1,37554777,37554778
5022,cg00234370,1,35794261,35794262
5038,cg00235260,15,98699773,98699774
5047,cg00235645,15,38673700,38673701
5050,cg00235754,15,20456047,20456048
5065,cg00236601,19,41438577,41438578
5076,cg00237475,15,65905575,65905576
5119,cg00238994,19,2928310,2928311
5120,cg00239003,19,50150238,50150239
5192,cg00242039,19,63139246,63139247
5193,cg00242098,1,150997342,150997343
5194,cg00242147,1,68469404,68469405
5205,cg00242627,1,155081811,155081812
5234,cg00244267,19,4509565,4509566
5262,cg00245492,1,238437488,238437489
5268,cg00245778,1,177331258,177331259
5277,cg00245957,1,170515258,170515259
5285,cg00246451,1,154215636,154215637
5300,cg00247426,1,18924322,18924323
5302,cg00247489,1,205694805,205694806
5311,cg00247803,1,92873772,92873773
5316,cg00248302,1,155757380,155757381
5320,cg00248454,1,6428008,6428009
5327,cg00248795,1,100504524,100504525
5334,cg00248903,19,3785516,3785517
5335,cg00248935,1,36702772,36702773
5336,cg00249030,1,33319458,33319459
5338,cg00249093,19,5755642,5755643
5339,cg00249181,19,50374194,50374195
5345,cg00249522,1,168145438,168145439
5348,cg00249614,1,59366339,59366340
5351,cg00249974,1,154520773,154520774
5356,cg00250422,15,26025942,26025943
5359,cg00250483,1,161439538,161439539
5366,cg00250761,1,31655910,31655911
5370,cg00251125,1,226462073,226462074
5371,cg00251250,1,232813169,232813170
5375,cg00251405,1,32991833,32991834
5376,cg00251536,1,44978025,44978026
5381,cg00251678,1,3295489,3295490
5383,cg00251716,1,241546571,241546572
5393,cg00252149,1,226677892,226677893
5397,cg00252408,1,98161969,98161970
5399,cg00252422,1,115060749,115060750
5400,cg00252442,1,199717883,199717884
5408,cg00252654,19,41672572,41672573
5409,cg00252696,1,31542188,31542189
5410,cg00252701,1,191357668,191357669
5412,cg00252781,1,177601281,177601282
5414,cg00252804,1,6092704,6092705
5418,cg00253065,15,76063454,76063455
5421,cg00253185,1,245608742,245608743
5432,cg00253564,1,6474990,6474991
5435,cg00253735,1,149046400,149046401
5440,cg00253971,19,3989851,3989852
5445,cg00254258,1,3095049,3095050
5449,cg00254426,21,29295899,29295900
5454,cg00254532,1,153509934,153509935
5459,cg00254771,1,11460891,11460892
5463,cg00254956,1,12698747,12698748
5468,cg00255368,1,215377510,215377511
5469,cg00255405,1,177602221,177602222
5471,cg00255699,1,40079844,40079845
5479,cg00255821,1,47262000,47262001
5480,cg00255837,1,112810605,112810606
5485,cg00255925,1,221383257,221383258
5486,cg00256046,1,215373386,215373387
5491,cg00256155,1,47688234,47688235
5492,cg00256166,15,84139432,84139433
5499,cg00256374,19,1334699,1334700
5504,cg00256632,1,26753915,26753916
5507,cg00256767,1,201363522,201363523
5510,cg00256816,1,29060949,29060950
5520,cg00257455,1,65303126,65303127
5521,cg00257473,1,41078453,41078454
5523,cg00257659,1,207866837,207866838
5528,cg00257786,1,172258311,172258312
5533,cg00257920,1,35949916,35949917
5538,cg00258316,1,8116928,8116929
5542,cg00258499,1,5842622,5842623
5543,cg00258550,21,33772957,33772958
5557,cg00259249,1,35019313,35019314
5558,cg00259279,1,2429284,2429285
5559,cg00259367,1,20930166,20930167
5563,cg00259480,19,55013227,55013228
5570,cg00259785,19,39955807,39955808
5575,cg00259886,1,159546386,159546387
5594,cg00260818,15,73433592,73433593
5606,cg00261162,1,28780065,28780066
5617,cg00261668,1,16218904,16218905
5619,cg00261690,1,28728868,28728869
5622,cg00261875,19,3563818,3563819
5637,cg00262415,1,1232595,1232596
5640,cg00262621,1,1556237,1556238
5686,cg00265415,1,233734130,233734131
5696,cg00265863,1,28158935,28158936
5733,cg00267713,1,153320475,153320476
5751,cg00268685,15,38549013,38549014
5760,cg00269115,1,23568117,23568118
5774,cg00270093,19,54719756,54719757
5782,cg00270521,1,226569896,226569897
5792,cg00271096,21,31332351,31332352
5800,cg00271633,15,63949206,63949207
5807,cg00272446,1,155431607,155431608
5810,cg00272795,21,45044589,45044590
5843,cg00274965,21,33327551,33327552
5848,cg00275232,19,50271381,50271382
5850,cg00275362,19,20138051,20138052
5869,cg00276788,19,43685072,43685073
5893,cg00277927,19,34148059,34148060
5910,cg00279406,1,224991362,224991363
5913,cg00279700,1,224801378,224801379
5917,cg00279790,1,46686620,46686621
5928,cg00280609,1,45023427,45023428
5961,cg00282347,1,6163627,6163628
5972,cg00283046,19,3893223,3893224
5982,cg00283662,19,50869941,50869942
6003,cg00284551,15,22980269,22980270
6020,cg00286125,19,40938746,40938747
6029,cg00286621,1,27582468,27582469
6045,cg00287370,1,232802715,232802716
6062,cg00288050,19,12810727,12810728
6065,cg00288376,15,80100775,80100776
6075,cg00288824,15,23659756,23659757
6078,cg00288945,21,42865725,42865726
6079,cg00288957,15,62990594,62990595
6084,cg00289094,15,20465104,20465105
6087,cg00289258,21,46217750,46217751
6093,cg00289762,19,8456540,8456541
6103,cg00290340,15,63412320,63412321
6108,cg00290506,1,222870849,222870850
6120,cg00290994,1,41621326,41621327
6126,cg00291213,21,35319926,35319927
6132,cg00291366,1,12539137,12539138
6135,cg00291837,1,55233472,55233473
6136,cg00291877,15,99653456,99653457
6145,cg00292107,1,32572937,32572938
6149,cg00292312,1,7240725,7240726
6156,cg00292636,1,66942577,66942578
6159,cg00292669,1,28114268,28114269
6162,cg00292851,21,43173081,43173082
6165,cg00292947,15,76286192,76286193
6169,cg00293012,15,28983191,28983192
6179,cg00293616,15,99458966,99458967
6182,cg00293644,1,32446928,32446929
6188,cg00293996,21,36837261,36837262
6191,cg00294096,1,77106337,77106338
6194,cg00294152,1,1338655,1338656
6202,cg00294558,1,209447585,209447586
6210,cg00294852,15,20709264,20709265
6213,cg00294940,1,48460111,48460112
6215,cg00295060,1,12817286,12817287
6217,cg00295182,1,2446296,2446297
6224,cg00295382,1,40137457,40137458
6229,cg00295572,1,3558096,3558097
6232,cg00295744,1,149956609,149956610
6233,cg00295780,1,241702423,241702424
6236,cg00295853,1,87017659,87017660
6242,cg00296079,1,159257602,159257603
6245,cg00296158,1,165455626,165455627
6252,cg00296458,1,15943350,15943351
6253,cg00296501,1,115102386,115102387
6254,cg00296565,1,42279281,42279282
6257,cg00296652,1,46909344,46909345
6264,cg00297334,1,144013908,144013909
6265,cg00297362,15,36537650,36537651
6266,cg00297432,1,6407371,6407372
6267,cg00297451,15,30695692,30695693
6270,cg00297680,19,41561700,41561701
6275,cg00297767,21,39643296,39643297
6276,cg00297832,1,1555404,1555405
6278,cg00297876,19,55553586,55553587
6280,cg00297950,1,110084048,110084049
6282,cg00297993,15,34722989,34722990
6283,cg00298020,1,52642742,52642743
6284,cg00298065,19,63407389,63407390
6285,cg00298153,21,44377598,44377599
6289,cg00298399,1,17570521,17570522
6293,cg00298532,1,9712912,9712913
6302,cg00298977,1,151442466,151442467
6303,cg00299047,19,2203069,2203070
6305,cg00299070,1,236013157,236013158
6308,cg00299257,1,946080,946081
6319,cg00299820,1,11865741,11865742
6320,cg00299893,15,99427249,99427250
6321,cg00299942,15,38771971,38771972
6324,cg00300039,1,38170019,38170020
6325,cg00300046,1,2074455,2074456
6330,cg00300303,1,1057086,1057087
6340,cg00300879,1,26376434,26376435
6341,cg00300908,15,74271157,74271158
6343,cg00300999,1,155363524,155363525
6347,cg00301172,19,45663672,45663673
6355,cg00301601,21,29319019,29319020
6359,cg00301726,1,9161728,9161729
6363,cg00301795,1,198462441,198462442
6373,cg00302270,21,37380809,37380810
6377,cg00302521,1,150754533,150754534
6381,cg00302763,15,19943364,19943365
6395,cg00303378,1,158092176,158092177
6404,cg00303723,19,18165398,18165399
6409,cg00303919,1,120138506,120138507
6412,cg00304072,15,47125843,47125844
6413,cg00304076,1,149070963,149070964
6416,cg00304388,1,179721367,179721368
6418,cg00304520,1,159849205,159849206
6425,cg00304959,1,154372525,154372526
6426,cg00305071,1,34276604,34276605
6427,cg00305188,1,203916417,203916418
6428,cg00305193,1,26031170,26031171
6429,cg00305229,1,46716301,46716302
6431,cg00305285,1,1006978,1006979
6433,cg00305374,1,94780131,94780132
6436,cg00305639,15,26876347,26876348
6438,cg00305774,1,1350940,1350941
6440,cg00305874,1,3539971,3539972
6443,cg00305993,15,73903670,73903671
6445,cg00306003,1,169906725,169906726
6454,cg00306299,15,56966531,56966532
6458,cg00306390,1,19511895,19511896
6461,cg00306426,1,70460003,70460004
6464,cg00306532,1,2312889,2312890
6466,cg00306607,1,244796498,244796499
6469,cg00306838,1,161659723,161659724
6470,cg00306851,15,37529371,37529372
6477,cg00307150,15,62030854,62030855
6482,cg00307383,1,156229084,156229085
6483,cg00307483,1,27689671,27689672
6488,cg00307685,1,92188112,92188113
6490,cg00307818,1,55236180,55236181
6494,cg00308133,19,1352118,1352119
