,geneid,chr,left,right,symbol,synonyms
1314,ILMN_1662952,1,149521412,149531004,ZNF687,RP11-126K1.3; KIAA1441; DKFZp781I1719
1316,ILMN_1662961,1,24513251,24563559,GRHL3,SOM; TFCP2L4; MGC46624
1321,ILMN_1663015,19,51492143,51538530,HIF3A,IPAS; HIF-3A; MOP7; HIF-3A4; PASD7
1329,ILMN_1663068,1,44963603,44963652,MGC33556,
1338,ILMN_1663131,1,233890964,234096843,LYST,CHS1; CHS
1342,ILMN_1663155,1,242281184,242287397,ZNF238,RP58; ZBTB18; TAZ-1; C2H2-171
1355,ILMN_1663263,1,37952148,38003411,EPHA10,MGC43817; FLJ33655; FLJ16103
1356,ILMN_1663281,19,58163737,58163786,ZNF702,FLJ12985
1364,ILMN_1663390,1,43597213,43601461,CDC20,bA276H19.3; p55CDC
1366,ILMN_1663401,15,68910945,68933552,LARP6,FLJ11196; ACHN
1372,ILMN_1663444,19,54309393,54313529,LIN7B,LIN-7B; MALS-2; VELI2
1376,ILMN_1663454,1,199519203,199568738,PKP1,B6P; MGC138829
1387,ILMN_1663569,21,46380604,46399909,FTCD,LCHC1
1395,ILMN_1663667,1,153222441,153232211,FLAD1,RP11-307C12.7; MGC40255; MGC31803; FAD1; FADS; PP591
1396,ILMN_1663699,15,90197950,90507783,SLCO3A1,FLJ40478; SLC21A11; OATP-D; OATP3A1
1402,ILMN_1663754,19,12321185,12337475,ZNF442,FLJ14356
1405,ILMN_1663786,1,29086215,29319545,EPB41,HE; EL1; 4.1R
1406,ILMN_1663787,19,56049983,56055832,KLK3,hK3; APS; PSA; KLK2A1
1415,ILMN_1663919,21,42639538,42644176,TFF2,SP; SML1
1419,ILMN_1663986,1,113734998,114030068,MAGI3,dJ730K3.2; MGC163281; MAGI-3; RP4-730K3.1
1421,ILMN_1664006,1,100088228,100162167,AGL,GDE
1424,ILMN_1664016,19,7351866,7443370,ARHGEF18,KIAA0521; MGC15913
1429,ILMN_1664047,1,179648918,180037339,CACNA1E,CACH6; BII; CACNL1A6; Cav2.3
1431,ILMN_1664063,19,17525344,17525372,BCNP1,FLJ39802; BCNP1
1433,ILMN_1664071,1,199594759,199613431,TNNT2,cTnT; CMPD2; CMH2; TnTC; MGC3889
1441,ILMN_1664165,19,53935959,53941978,IZUMO1,MGC34799; IZUMO
1445,ILMN_1664177,1,109828084,109836949,ATXN7L2,FLJ00381; MGC46534
1451,ILMN_1664243,19,17189269,17189271,MDS032,
1455,ILMN_1664292,19,58302945,58327960,ZNF415,FLJ11191
1456,ILMN_1664294,1,42984633,43005313,LEPRE1,MGC117314; GROS1; P3H1
1460,ILMN_1664330,19,47701340,47724479,CEACAM1,BGPI; BGP; BGP1
1461,ILMN_1664362,1,66771654,66986570,SGIP1,DKFZp761D221; DKFZp686A16142
1464,ILMN_1664416,15,34970519,35189740,MEIS2,MGC2820; MRG1; HsT18361
1465,ILMN_1664434,19,1560293,1601277,TCF3,ITF1; E2A
1466,ILMN_1664440,15,41486699,41590028,TP53BP1,53BP1; MGC138366; p202; FLJ41424
1474,ILMN_1664516,1,212843155,212904535,CENPF,PRO1779; CENF
1478,ILMN_1664560,21,37661749,37809550,DYRK1A,HP86; DYRK; DYRK1; MNBH; MNB
1483,ILMN_1664592,1,224803124,224856364,C1orf95,RP11-9C4.1; DKFZp761P211
1501,ILMN_1664772,1,201862312,201984201,ATP2B4,DKFZp686M088; PMCA4b; DKFZp686G08106; PMCA4x; PMCA4; ATP2B2; MXRA1
1507,ILMN_1664815,1,203851860,203868623,ELK4,SAP1
1516,ILMN_1664878,19,60200560,60200609,NALP2,NALP2; CLR19.9; PYPAF2; PAN1; FLJ20510; NBS1
1520,ILMN_1664920,19,34881634,34898292,C19orf12,MGC10922; DKFZP762D096
1523,ILMN_1664928,19,39940819,39962225,ZNF599,
1526,ILMN_1664956,1,1466917,1500125,SSU72,PNAS-120; HSPC182; FLJ13048
1534,ILMN_1665049,15,42642468,42642517,KIAA1840,DKFZp762B1512; FLJ21439
1545,ILMN_1665152,1,155982145,156013546,FCRL2,SPAP1B; IFGP4; FCRH2; SPAP1A; SPAP1C; SPAP1; IRTA4
1546,ILMN_1665167,15,58576755,59308709,RORA,NR1F1; MGC119326; ROR2; RZRA; ROR1; MGC119329; ROR3
1549,ILMN_1665205,19,41693589,41693638,ZFP260,
1553,ILMN_1665219,19,45790911,45827565,LTBP4,FLJ90018; LTBP-4L; LTBP-4
1555,ILMN_1665246,21,42356137,42436174,UMODL1,
1563,ILMN_1665319,19,5774818,5779334,NRTN,NTN
1566,ILMN_1665357,1,51592523,51757583,EPS15,AF1P; MLLT5; AF-1P
1567,ILMN_1665372,19,40298639,40307067,FXYD3,MGC111076; MAT-8; MAT8; PLML
1569,ILMN_1665384,1,247071274,247086777,SH3BP5L,FLJ33845; KIAA1720
1584,ILMN_1665510,1,7994382,8008943,ERRFI1,GENE-33; MIG-6; RALT; MIG6
1592,ILMN_1665562,15,88008607,88023595,PLIN,PERI
1595,ILMN_1665657,21,39699741,39699790,C21orf13,MGC33295
1598,ILMN_1665679,1,2326103,2333870,PEX10,RNF69; MGC1998; NALD
1602,ILMN_1665696,1,153302837,153308651,EFNA4,EFL4; LERK4; MGC125826; EPLG4
1604,ILMN_1665730,1,227718953,227761065,ABCB10,EST20237; M-ABC2; MTABC2
1610,ILMN_1665775,1,218988234,219024207,MOSC2,FLJ20605; RP11-270A6.1
1615,ILMN_1665831,19,50150477,50188438,CLPTM1,
1617,ILMN_1665838,1,108478972,108544497,SLC25A24,DKFZp586G0123; APC1; SCAMC-1
1618,ILMN_1665855,1,195123835,195154386,CFHR4,RP4-608O15.2; CFHL4; FHR-4; FHR4
1625,ILMN_1665887,15,76362635,76378995,WDR61,REC14
1630,ILMN_1665923,1,150081603,150092797,THEM5,FLJ37964; MGC126659
1631,ILMN_1665943,19,43770121,43800483,MAP4K1,HPK1
1632,ILMN_1665945,1,224399005,224441046,ACBD3,GOLPH1; PAP7; GOCAP1; GCP60
1657,ILMN_1666175,1,24318848,24342198,IL22RA1,CRF2-9; IL22R
1659,ILMN_1666179,1,148077734,148079389,HIST2H3C,MGC9629; H3; H3F2; H3FM; H3.2; H3/M
1660,ILMN_1666191,19,56251275,56260179,KLK13,KLK-L4; DKFZP586J1923; KLKL4
1683,ILMN_1666385,19,51796352,51805878,CALM3,PHKD; PHKD3
1684,ILMN_1666392,1,22316385,22342106,WNT4,WNT-4
1707,ILMN_1666597,1,149531312,149531361,PIK4CB,PIK4CB; pi4K92; PI4KIIIbeta; PI4Kbeta; PI4K-BETA
1708,ILMN_1666610,15,58499100,58558636,NARG2,BRCC1
1710,ILMN_1666625,1,20863094,20917097,KIF17,KIAA1405; KIF17B; KIF3X
1712,ILMN_1666634,1,50679523,51198524,FAF1,CGI-03; hFAF1; FLJ37524; HFAF1s
1715,ILMN_1666656,1,213245508,213477059,KCNK2,MGC126742; hTREK-1c; TREK; TPKC1; MGC126744; TREK1; TREK-1
1719,ILMN_1666727,19,62972837,63003774,ZNF586,FLJ20070
1721,ILMN_1666739,1,110678039,110690818,RBM15,OTT; FLJ12479; SPEN; OTT1; FLJ21943; MGC119584
1724,ILMN_1666773,21,44761526,44763067,C21orf90,
1730,ILMN_1666823,21,30642598,30642795,KRTAP23-1,KAP23.1
1731,ILMN_1666825,1,245340152,245340201,FLJ45717,
1734,ILMN_1666852,1,33383591,33420229,TRIM62,FLJ16558; FLJ10759
1738,ILMN_1666894,15,73753721,73792244,CSPG4,MSK16; MCSP; NG2; MCSPG; MEL-CSPG
1742,ILMN_1666924,1,20832535,20850590,PINK1,PARK6; BRPK
1747,ILMN_1666976,19,45546425,45576230,PLD3,HU-K4
1749,ILMN_1667016,1,50679523,51198524,FAF1,CGI-03; hFAF1; HFAF1s
1752,ILMN_1667037,1,203837798,203837847,LOC653827,
1760,ILMN_1667115,1,55219053,55230553,TMEM61,
1763,ILMN_1667138,1,151857899,151873192,S100A13,
1765,ILMN_1667199,15,43714548,43770770,SQRDL,CGI-44
1767,ILMN_1667222,1,153445114,153450246,MTX1,MTXN; MTX
1768,ILMN_1667224,1,158063103,158073903,SLAMF8,SBBI42; MGC129578; FLJ20442; BLAME
1770,ILMN_1667230,21,32895848,32906767,C21orf59,FLJ37137; FLJ20467; FLJ40247; C21orf48
1771,ILMN_1667232,19,59941786,59956316,KIR2DL3,CD158B2; CD158b; KIR-K15; NKAT2B; NKAT2A; KIRCL23; CL-6; p58 KIR; KIR-023GB; KIR-K7b; NKAT2; MGC129943; NKR-K7; p58; NKAT; GL183; KIR-K7c
1773,ILMN_1667257,1,17217817,17253252,SDHB,SDHIP; PGL4; SDH; SDH1; IP
1777,ILMN_1667319,19,11337048,11337097,LPPR2,FLJ13055; DKFZp761E1121; PRG-4
1778,ILMN_1667330,19,63518512,63518561,LOC113386,FLJ44718; FLJ46452
1785,ILMN_1667408,1,29086215,29319545,EPB41,HE; EL1; 4.1R
1787,ILMN_1667430,1,222437551,222447763,DEGS1,MLD; MIG15; FADS7; DES1; DEGS; Des-1; MGC5079
1799,ILMN_1667577,15,41407266,41410095,LCMT2,KIAA0547; MGC9534
1818,ILMN_1667790,21,28834251,28834300,C21orf100,MGC125400; MGC125399; MGC125397; MGC125398
1819,ILMN_1667791,1,201262249,201314487,PPFIA4,
1829,ILMN_1667906,15,69889948,69897613,NR2E3,rd7; ESCS; PNR; RNR; MGC49976
1830,ILMN_1667915,1,229365297,229423937,TRIM67,TNL; FLJ44831
1831,ILMN_1667928,1,92187516,92252571,BRDT,BRD6
1833,ILMN_1667980,1,199275263,199348317,CACNA1S,CCHL1A3; CACNL1A3; hypoPP; MHS5; HOKPP
1844,ILMN_1668067,1,203740350,203768544,PCTK3,PCTAIRE3; PCTAIRE
1849,ILMN_1668134,1,110031965,110037890,GSTM1,MGC26563; GSTM1-1; H-B; GSTM1b-1b; GTH4; GTM1; GSTM1a-1a; MU; MU-1; GST1
1854,ILMN_1668246,1,1838889,1840580,TMEM52,
1857,ILMN_1668270,1,27025788,27054794,ZDHHC18,DKFZp667O2416
1860,ILMN_1668291,19,45232122,45232171,LOC163131,ZNF779
1867,ILMN_1668369,19,10362809,10375271,CDC37,P50CDC37
1868,ILMN_1668378,1,166461812,166479002,SFT2D2,RP4-747L4.1; UNQ512; dJ747L4.C1.2
1869,ILMN_1668386,1,151025314,151027523,LCE1E,LEP5
1874,ILMN_1668460,19,791985,799175,PRTN3,P29; MBT; AGP7; PR-3; C-ANCA; ACPA
1877,ILMN_1668484,1,3686644,3702928,LRRC47,KIAA1185; RP1-286D6.3
1879,ILMN_1668507,1,85556757,85703411,DDAH1,DDAH
1881,ILMN_1668514,19,3581182,3651445,PIP5K1C,PIP5Kgamma; PIP5K-GAMMA; KIAA0589
1882,ILMN_1668521,19,56574976,56583009,LIM2,MP19
1886,ILMN_1668540,1,85891339,85891388,C1orf181,NY-BR-75; FLJ20729; MGC131963; FLJ20760
1893,ILMN_1668606,1,229108613,229181207,TTC13,FLJ22584
1906,ILMN_1668752,19,18563764,18563813,FLJ20850,FLJ37391; FLJ30108; FLJ34606
1909,ILMN_1668778,1,56883578,56953595,PRKAA2,AMPK; PRKAA; AMPK2
1917,ILMN_1668850,1,55277808,55303111,PCSK9,NARC1; NARC-1; HCHOLA3; FH3
1918,ILMN_1668851,1,12649348,12649397,LOC343066,
1923,ILMN_1668899,1,184636768,184636800,OCLM,TISR
1930,ILMN_1668969,1,224477942,224480189,MIXL1,MIXL; MIX; MGC138179; MILD1
1939,ILMN_1669031,1,233890964,234096843,LYST,CHS1; CHS
1944,ILMN_1669094,1,247099153,247110336,ZNF672,FLJ22301
1946,ILMN_1669113,19,55124272,55129003,ATF5,ATFX; FLJ34666; HMFN0395
1954,ILMN_1669189,1,204747502,204829238,RASSF5,RAPL; MGC10823; Maxp1; NORE1; RASSF3
1962,ILMN_1669273,1,40310972,40335555,PPT1,CLN1; INCL; PPT
1971,ILMN_1669317,19,52535880,52537112,GPR77,C5L2; GPF77
1972,ILMN_1669321,19,3728968,3752810,MATK,DKFZp434N1212; HHYLTK; CHK; MGC1708; HYLTK; Lsk; MGC2101; CTK; HYL
1973,ILMN_1669323,21,41461598,41570378,BACE2,ALP56; DRAP; CEAP1; BAE2; CDA13; ASP21; AEPLC; ASP1
1974,ILMN_1669335,21,35081971,35343511,RUNX1,AMLCR1; PEBP2aB; PEBP2A2; EVI-1; CBFA2; AML1; AML1-EVI-1
1982,ILMN_1669377,1,114238893,114249346,AP4B1,BETA-4
1984,ILMN_1669390,19,50574741,50600136,PPP1R13L,IASPP; RAI; iASPP gene; NKIP1
1986,ILMN_1669404,1,202426093,202432251,KISS1,MGC39258; KiSS-1
1990,ILMN_1669440,1,90230310,90266685,ZNF326,FLJ20403; dJ871E2.1; ZAN75; Zfp326; MGC61591
1991,ILMN_1669446,19,53650578,53661179,KCNJ14,MGC46111; IRK4; KIR2.4
1992,ILMN_1669447,1,157167966,157213468,PYHIN1,IFIX; MGC23885; RP11-520H16.1
2001,ILMN_1669506,19,49622266,49644505,ZNF229,FLJ34222
2002,ILMN_1669508,19,44568115,44573586,PAF1,FLJ11123; F23149_1; PD2
2006,ILMN_1669550,1,11657125,11674294,MAD2L2,REV7; MAD2B
2008,ILMN_1669572,19,598530,614233,RNF126,MGC14317; MGC1022; FLJ20552
2009,ILMN_1669584,19,10625988,10664095,ILF3,NF-AT-90; NFAR-1; NFAR; MPHOSPH4; TCP80; MPP4; MMP4; DRBP76; DRBF; NF90
2014,ILMN_1669624,15,98926958,98959927,LINS1,FLJ10583; WINS1
2023,ILMN_1669696,19,40139192,40139241,FLJ38451,
2029,ILMN_1669718,19,40928334,40929743,PSENEN,MSTP064; MDS033; PEN-2; PEN2
2035,ILMN_1669753,15,41825882,41852093,PDIA3,GRP57; GRP58; ERp60; ERp57; P58; HsT17083; PI-PLC; ERp61
2040,ILMN_1669816,19,59104401,59139007,CACNG7,
2044,ILMN_1669842,19,4353659,4394394,CHAF1A,MGC71229; CAF1B; CAF1P150; CAF1; CAF-1; P150
2053,ILMN_1669928,1,3361100,3387537,ARHGEF16,GEF16; NBR
2054,ILMN_1669930,1,234748188,234779619,LGALS8,Gal-8; PCTA-1; Po66-CBP; PCTA1
2056,ILMN_1669966,19,1334906,1346583,NDUFS7,FLJ45860; MGC120002; FLJ46880; PSST
2058,ILMN_1670000,1,166172532,166311703,IQWD1,RP4-745I14.1; ARCAP; PC326; MSTP055; 1200006M05Rik; NRIP
2062,ILMN_1670038,19,50408039,50408088,XTP7,MGC16332
2065,ILMN_1670093,1,148049907,148050538,HIST2H2BF,
2071,ILMN_1670130,19,877037,923781,ARID3A,E2FBP1; BRIGHT; DRIL3; DRIL1
2073,ILMN_1670144,19,15699834,15700862,OR10H2,MGC138383
2075,ILMN_1670147,1,33561811,33613781,PHC2,EDR2; HPH2; PH2
2085,ILMN_1670263,1,244796386,244898484,C1orf71,MGC18089; FLJ32001; RP11-452J6.1
2088,ILMN_1670282,21,44530191,44542530,AIRE,PGA1; APECED; AIRE1; APSI; APS1
2099,ILMN_1670377,19,12103803,12112140,ZNF20,KOX13
2107,ILMN_1670456,19,40820211,40820260,MGC10433,
2109,ILMN_1670490,1,13782839,13817039,PDPN,T1A; PA2.26; GP40; Gp38; GP36; T1A-2; HT1A-1; OTS8
2115,ILMN_1670542,1,33246173,33275079,AK2,ADK2
2117,ILMN_1670554,1,67051162,67163158,WDR78,FLJ23129; RP11-342H21.1
2119,ILMN_1670595,15,65899096,65913228,LBXCOR1,CORL1; FUSSEL15
2132,ILMN_1670693,19,47597499,47623418,LIPE,LHS; HSL
2142,ILMN_1670752,1,154149460,154170814,KIAA0907,RP11-336K24.1
2143,ILMN_1670764,21,16024215,16174248,USP25,USP21
2147,ILMN_1670796,1,11049268,11082525,EXOSC10,PMSCL2; PM-Scl; PM/Scl-100; PMSCL; RRP6; p4; Rrp6p; p2; p3
2148,ILMN_1670801,1,235025341,235130585,MTR,FLJ45386
2151,ILMN_1670816,19,63776413,63776462,ZNF42,MZF1B; ZSCAN6; ZNF42; MZF-1; Zfp98
2155,ILMN_1670844,1,239823075,239870324,OPN3,ECPN
2165,ILMN_1670918,19,7063266,7245011,INSR,CD220
2171,ILMN_1670959,19,46904370,46926277,CEACAM5,CD66e; DKFZp781M2392; CEA
2173,ILMN_1671005,1,232806638,232811894,IRF2BP2,MGC72189
2176,ILMN_1671028,1,36462626,36542744,THRAP3,MGC133082; FLJ22082; TRAP150; MGC133083
2179,ILMN_1671048,1,91153447,91260358,ZNF644,BM-005; MGC70410; MGC60165; Zep-2; KIAA1221
2185,ILMN_1671104,15,83126889,83150663,ZNF592,KIAA0211
2186,ILMN_1671106,1,35031186,35033931,GJA4,CX37
2197,ILMN_1671207,1,218334067,218388003,IARS2,FLJ10326
2200,ILMN_1671225,1,109884017,109889978,GPR61,GPCR3; BALGR
2207,ILMN_1671291,1,32469192,32469207,EIF3S2,TRIP-1; eIF3-beta; TRIP1; eIF3-p36; PRO2242
2210,ILMN_1671326,1,36107996,36162486,EIF2C1,GERP95; Q99; AGO1; EIF2C
2211,ILMN_1671337,1,9019594,9052257,SLC2A5,GLUT5
2214,ILMN_1671362,1,1179157,1199097,UBE2J2,NCUBE2; PRO2121
2216,ILMN_1671374,19,13750186,13750235,HSPC023,
2228,ILMN_1671486,15,81314792,81412481,HOMER2,Vesl-2; HOMER-2; HOMER2A; ACPD; CPD; HOMER2B
2237,ILMN_1671568,1,53134492,53159986,ECHDC2,FLJ10948
2239,ILMN_1671600,19,60275200,60291102,EPS8L1,DRC3; PP10566; EPS8R1; FLJ20258; MGC23164; MGC4642
2254,ILMN_1671812,21,13935569,13935618,ANKRD21,POTE-21; POTE21; POTE
2255,ILMN_1671818,1,7825730,7836159,UTS2,PRO1068; UCN2; U-II; UII
2257,ILMN_1671843,1,109623699,109627331,PSRC1,RP11-297O4.2; DDA3; MGC1780; FP3214
2261,ILMN_1671893,19,63754746,63758298,CHMP2A,VPS2; VPS2A; CHMP2; BC-2; BC2
2262,ILMN_1671895,19,57122541,57140817,ZNF613,FLJ13590
2263,ILMN_1671898,1,163437729,163592576,LMX1A,LMX1.1; LMX1; MGC87616; LMX-1
2275,ILMN_1672080,19,17203694,17217151,NR2F6,EAR-2; EAR2; ERBAL2
2286,ILMN_1672135,19,57186400,57203275,ZNF615,DKFZp686O1554; FLJ39372; FLJ33710
2290,ILMN_1672174,1,21417664,21544584,ECE1,ECE
2293,ILMN_1672191,1,111793266,111806044,ATP5F1,MGC24431
2298,ILMN_1672295,1,37712753,37722563,ZC3H12A,MCPIP; FLJ23231; dJ423B22.1; RP3-423B22.1
2303,ILMN_1672350,21,25933455,26011745,JAM2,VE-JAM; PRO245; JAMB; VEJAM; JAM-B; CD322; C21orf43
2307,ILMN_1672389,1,74943758,74971333,CRYZ,DKFZp779E0834; FLJ41475
2314,ILMN_1672461,19,2304667,2304716,SPPL2B,PSL1; IMP4; KIAA1532
2315,ILMN_1672478,1,13259233,13263352,PRAMEF8,
2320,ILMN_1672504,21,43963403,44006616,PDXK,PKH; C21orf97; PNK
2324,ILMN_1672547,19,17073466,17185093,MYO9B,MYR5; CELIAC4
2328,ILMN_1672564,1,169397040,169397089,FMO6,
2331,ILMN_1672589,15,88529156,88573583,SEMA4B,KIAA1745; SemC; SEMAC; MGC131831
2335,ILMN_1672608,1,56733023,56817845,PPAP2B,MGC15306; LPP3; Dri42; VCIP; PAP2-beta; PAP2-b; PAP-2b
2337,ILMN_1672650,15,70278424,70310738,PKM2,OIP3; TCB; PKM; THBP1; MGC3932; PK3; CTHBP
2346,ILMN_1672741,21,33936576,34184448,ITSN1,SH3P17; MGC134949; MGC134948; SH3D1A; ITSN
2350,ILMN_1672811,1,1007061,1041341,C1orf159,FLJ21143; FLJ20584; FLJ36119; RP11-465B22.4
2353,ILMN_1672871,19,3175701,3248071,BRUNOL5,BRUNOL-5; CELF5
2361,ILMN_1672940,19,9620363,9646734,ZNF562,FLJ20079; MGC126160
2370,ILMN_1673069,19,4626238,4674875,DPP9,DPRP2; FLJ16073; DKFZp762F117
2371,ILMN_1673073,19,41237623,41287852,WDR62,FLJ33298; DKFZp686G1024; DKFZP434J046; C19orf14
2372,ILMN_1673108,19,54961992,55002181,AP2A1,CLAPA1; AP2-ALPHA; ADTAA
2373,ILMN_1673111,19,59386009,59389337,TSEN34,LENG5; SEN34; SEN34L
2381,ILMN_1673191,1,151662243,151662292,S100A7L1,NICE-2; S100A7a; S100A15; S100A7f
2385,ILMN_1673232,19,18850006,18850055,LASS1,UOG1; LAG1; MGC90349
2389,ILMN_1673261,1,110094225,110108093,EPS8L3,FLJ21522; EPS8R3; MGC16817
2391,ILMN_1673305,1,113045251,113051548,RHOC,ARHC; RHOH9; ARH9
2399,ILMN_1673363,19,14353213,14380531,CD97,TM7LN1
2402,ILMN_1673380,1,67939737,68071730,GNG12,FLJ34695
2403,ILMN_1673384,19,50274370,50286622,GEMIN7,SIP3
2406,ILMN_1673455,1,176330253,176710178,RASAL2,MGC129919; nGAP
2407,ILMN_1673457,1,29391972,29430041,MECR,CGI-63; FASN2B; NRBF1
2408,ILMN_1673461,1,33561811,33613781,PHC2,EDR2; HPH2; PH2
2413,ILMN_1673509,19,60589112,60595261,RPL28,FLJ43307
2414,ILMN_1673518,21,39479274,39607426,BRWD1,C21orf107; FLJ43918; WDR9; N143
2415,ILMN_1673521,19,868342,872014,KISS1R,HOT7T175; AXOR12; GPR54
2421,ILMN_1673544,1,54291862,54338004,C1orf83,FLJ39169; RP4-758J24.3; FLJ32112
2423,ILMN_1673553,19,54617492,54617536,TIP39,
2424,ILMN_1673566,21,27130479,27139599,ADAMTS1,METH1; KIAA1346; C3-C5
2429,ILMN_1673605,19,636548,646483,PRSSL1,UNQ782
2430,ILMN_1673609,15,72253115,72256266,ISLR,HsT17563; MGC102816
2437,ILMN_1673682,19,19399336,19480736,GATAD2A,FLJ20085; p66alpha
2443,ILMN_1673721,1,240078158,240119670,EXO1,HEX1; hExoI
2452,ILMN_1673798,1,159402824,159407632,PPOX,MGC8485; VP; PPO; V290M
2453,ILMN_1673804,19,9499683,9510303,ZNF426,MGC2663
2455,ILMN_1673815,15,30694983,30719150,ARHGAP11A,GAP (1-12); KIAA0013; MGC70740
2461,ILMN_1673886,21,36993861,37044088,SIM2,MGC119447; SIM
2465,ILMN_1673936,19,6364121,6375822,KHSRP,FUBP2; MGC99676; KSRP; FBP2
2485,ILMN_1674064,19,49304722,49329095,ZNF225,MGC119735
2488,ILMN_1674104,1,151676293,151676322,LOC645922,
2491,ILMN_1674151,15,55718960,55719009,Gcom1,Gup2; Gup1; MGC126694; GRINL1A; Gcom2; FLJ30973
2492,ILMN_1674152,19,44082444,44091373,NFKBIB,TRIP9; IKBB
2498,ILMN_1674231,21,36679559,36710994,CHAF1B,CAF1P60; MPP7; MPHOSPH7; CAF-IP60; CAF1A; CAF1; CAF-1
2511,ILMN_1674366,1,178466065,178510811,LHX4,Gsh4; Gsh-4
2512,ILMN_1674367,1,151351236,151352613,SPRR2F,
2514,ILMN_1674376,19,8335011,8345257,ANGPTL4,HFARP; ANGPTL2; PGAR; NL2; pp1158; PPARG; ARP4; FIAF
2522,ILMN_1674405,1,111483772,111529247,CEPT1,MGC45223; DKFZp313G0615
2526,ILMN_1674488,19,17923111,17970930,KCNN1,SK1; KCa2.1; SKCA1; hSK1
2536,ILMN_1674593,19,55144064,55156241,SIGLEC11,
2537,ILMN_1674608,15,96797984,96798033,FLJ39743,
2548,ILMN_1674661,19,1220336,1224169,CIRBP,CIRP
2549,ILMN_1674662,15,87919822,87972255,C15orf42,FLJ41618; MGC45866
2556,ILMN_1674719,1,234205764,234295104,NID1,enactin; NID; ENTACTIN
2558,ILMN_1674759,15,32438716,32438765,AGPAT7,FLJ10257; AYTL3; LPAAT-eta
2565,ILMN_1674817,1,218930167,218939116,C1orf115,FLJ14146; RP11-322F10.4
2566,ILMN_1674825,1,39977117,40002173,PPIE,CYP-33; MGC3736; MGC111222
2575,ILMN_1674926,19,2225631,2233175,C19orf35,FLJ45778
2579,ILMN_1674955,1,53165530,53289870,SCP2,SCPX; NSL-TP; DKFZp686C12188; NLTP; DKFZp686D11188
2581,ILMN_1674975,1,38032361,38045938,MANEAL,RP11-109P14.3; MGC78681; FLJ31434
2583,ILMN_1674985,1,15351649,15419561,TMEM51,FLJ10199; C1orf72
2584,ILMN_1674997,1,246579410,246579459,OR5BF1,
2585,ILMN_1675007,19,61424621,61424670,ZSCAN5,ZNF495; MGC4161
2587,ILMN_1675024,1,48980935,48980984,C1orf165,FLJ11588
2588,ILMN_1675038,21,46879955,46909291,PRMT2,HRMT1L1; MGC111373
2589,ILMN_1675048,15,97010302,97325282,IGF1R,JTK13; CD221
2590,ILMN_1675053,15,97490225,97490274,DMN,SYN; KIAA0353
2591,ILMN_1675055,1,20698676,20698725,C1orf166,RP11-401M16.2; FLJ12875
2597,ILMN_1675106,19,10894446,10900357,YIPF2,FinGER2; MGC3262
2600,ILMN_1675131,19,54642115,54642164,FLJ20643,NOP17; FLJ20643
2601,ILMN_1675150,19,42517420,42547195,HKR1,
2602,ILMN_1675156,1,22235157,22292024,CDC42,CDC42Hs; G25K
2603,ILMN_1675172,19,37858153,37861046,RGS9BP,FLJ45744
2604,ILMN_1675188,15,55671406,55815085,GRINL1A,DKFZp586F1918
2605,ILMN_1675190,19,7639972,7641340,RETN,XCP1; MGC126603; RSTN; RETN1; MGC126609; FIZZ3; ADSF
2613,ILMN_1675239,19,8282234,8292280,NDUFA7,B14.5a
2618,ILMN_1675331,19,61977742,62043887,PEG3,DKFZp781A095; ZSCAN24; KIAA0287; PW1
2621,ILMN_1675345,19,59061423,59071494,MYADM,SB135
2624,ILMN_1675376,19,62434240,62438727,AURKC,AIE2; STK13; aurora-C; AIK3; AurC
2625,ILMN_1675377,15,82945253,82967951,ZSCAN2,FLJ20595; ZFP29
2644,ILMN_1675523,19,232048,242435,PPAP2C,PAP-2c; PAP2-g; LPP2
2646,ILMN_1675546,21,30631687,30631736,LOC643812,
2653,ILMN_1675626,1,52642807,52656579,PRPF38A,MGC3320; RP5-965L7.1; FLJ14936
2658,ILMN_1675671,21,44467302,44485277,ICOSLG,ICOSL; KIAA0653; CD275; B7H2; B7-H2; B7RP1; LICOS; B7RP-1; GL50; ICOS-L
2659,ILMN_1675674,1,10015603,10163876,UBE4B,HDNB1; UFD2; UBOX3; E4; KIAA0684; 686
2660,ILMN_1675677,21,42665068,42690024,TMPRSS3,ECHOS1; DFNB10; DFNB8; TADG12
2670,ILMN_1675756,21,38550533,38595618,KCNJ15,KIR1.3; IRKK; KIR4.2; MGC13584
2673,ILMN_1675788,19,56766343,56784805,ZNF175,OTK18
2674,ILMN_1675794,1,160868852,161016861,DDR2,NTRKR3; MIG20a; TYRO10; TKT
2676,ILMN_1675808,1,150323242,150328165,TCHHL1,basalin; THHL1; S100A17
2689,ILMN_1675956,1,233890964,234096843,LYST,CHS; CHS1
2697,ILMN_1676016,1,144001129,144081660,NBPF9,
2709,ILMN_1676191,1,172060581,172094305,DARS2,FLJ10514; RP3-383J4.2
2730,ILMN_1676322,1,27148648,27159484,C1orf172,RP11-344H11.3; FLJ34633
2734,ILMN_1676363,19,56686293,56696813,SIGLEC12,Siglec-XII; FLJ38600; SLG; Siglec-12; S2V; SIGLECL1; Siglec-L1
2735,ILMN_1676372,19,7710883,7718420,CD209,DC-SIGN1; DC-SIGN; CLEC4L; CDSIGN
2737,ILMN_1676384,15,99661657,99847396,PCSK6,PACE4; SPC4
2765,ILMN_1676624,1,152806881,152818975,CHRNB2,EFNL3
2770,ILMN_1676632,1,229829184,230243637,DISC1,SCZD9; KIAA0457
